FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,DRO,False,False,1330,1322.0,0.0,-8.0,1427.0,0.0,45.0,74.0,65.0,251.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4271,C5,20445,C5,N21144,4271,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11413,1141307,30285,"Durango, CO",CO,8,Colorado,82,0.0,-1.0,1300-1359,18.0,1340.0,1425.0,2.0,1444,-17.0,0.0,-2.0,1400-1459,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,SAF,False,False,1122,1112.0,0.0,-10.0,1213.0,0.0,45.0,79.0,61.0,303.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4270,C5,20445,C5,N14158,4270,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,14674,1467402,34674,"Santa Fe, NM",NM,35,New Mexico,86,0.0,-1.0,1100-1159,12.0,1124.0,1209.0,4.0,1241,-28.0,0.0,-2.0,1200-1259,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,SHV,False,False,1731,1800.0,29.0,29.0,2141.0,45.0,119.0,145.0,161.0,792.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4268,C5,20445,C5,N21144,4268,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,14814,1481402,30476,"Shreveport, LA",LA,22,Louisiana,72,1.0,1.0,1700-1759,19.0,1819.0,2118.0,23.0,2056,45.0,1.0,3.0,2000-2059,4,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,MOB,False,False,1940,1954.0,14.0,14.0,2105.0,0.0,54.0,86.0,71.0,427.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4267,C5,20445,C5,N14173,4267,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,13422,1342202,30562,"Mobile, AL",AL,1,Alabama,51,0.0,0.0,1900-1959,14.0,2008.0,2102.0,3.0,2106,-1.0,0.0,-1.0,2100-2159,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,MFE,False,False,1810,1810.0,0.0,0.0,1930.0,0.0,56.0,82.0,80.0,316.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4266,C5,20445,C5,N11150,4266,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,13256,1325602,33256,"Mission/McAllen/Edinburg, TX",TX,48,Texas,74,0.0,0.0,1800-1859,20.0,1830.0,1926.0,4.0,1932,-2.0,0.0,-1.0,1900-1959,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,DRO,False,False,940,955.0,15.0,15.0,1107.0,12.0,43.0,75.0,72.0,251.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4265,C5,20445,C5,N17146,4265,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11413,1141307,30285,"Durango, CO",CO,8,Colorado,82,1.0,1.0,0900-0959,22.0,1017.0,1100.0,7.0,1055,12.0,0.0,0.0,1000-1059,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,DIK,False,False,2028,2027.0,0.0,-1.0,2210.0,5.0,78.0,97.0,103.0,488.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4263,C5,20445,C5,N14158,4263,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11315,1131502,31315,"Dickinson, ND",ND,38,North Dakota,66,0.0,-1.0,2000-2059,18.0,2045.0,2203.0,7.0,2205,5.0,0.0,0.0,2200-2259,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,HRL,False,False,1830,1829.0,0.0,-1.0,1940.0,0.0,51.0,76.0,71.0,295.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4261,C5,20445,C5,N12163,4261,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,12206,1220605,32206,"Harlingen/San Benito, TX",TX,48,Texas,74,0.0,-1.0,1800-1859,17.0,1846.0,1937.0,3.0,1946,-6.0,0.0,-1.0,1900-1959,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,BTR,False,False,1222,1219.0,0.0,-3.0,1320.0,0.0,40.0,69.0,61.0,253.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4260,C5,20445,C5,N11176,4260,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10781,1078105,30781,"Baton Rouge, LA",LA,22,Louisiana,72,0.0,-1.0,1200-1259,17.0,1236.0,1316.0,4.0,1331,-11.0,0.0,-1.0,1300-1359,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAD,HSV,False,False,855,854.0,0.0,-1.0,1015.0,15.0,93.0,125.0,141.0,596.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4259,C5,20445,C5,N12167,4259,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,12217,1221702,30255,"Huntsville, AL",AL,1,Alabama,51,0.0,-1.0,0800-0859,38.0,932.0,1005.0,10.0,1000,15.0,1.0,1.0,1000-1059,3,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,ICT,False,False,2025,2021.0,0.0,-4.0,2211.0,0.0,82.0,109.0,110.0,542.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4256,C5,20445,C5,N12201,4256,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,12278,1227805,30928,"Wichita, KS",KS,20,Kansas,62,0.0,-1.0,2000-2059,21.0,2042.0,2204.0,7.0,2214,-3.0,0.0,-1.0,2200-2259,3,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",ECP,IAH,False,False,1232,1220.0,0.0,-12.0,1415.0,0.0,99.0,128.0,115.0,572.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4255,C5,20445,C5,N11192,4255,11481,1148102,31481,"Panama City, FL",FL,12,Florida,33,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,1200-1259,11.0,1231.0,1410.0,5.0,1440,-25.0,0.0,-2.0,1400-1459,3,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,SGF,False,False,1731,1732.0,1.0,1.0,2024.0,0.0,81.0,121.0,112.0,637.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4253,C5,20445,C5,N16151,4253,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,14783,1478302,34783,"Springfield, MO",MO,29,Missouri,64,0.0,0.0,1700-1759,26.0,1758.0,2019.0,5.0,2032,-8.0,0.0,-1.0,2000-2059,3,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,LNK,False,False,1541,1606.0,25.0,25.0,1826.0,16.0,60.0,89.0,80.0,423.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4252,C5,20445,C5,N24103,4252,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,13029,1302902,33029,"Lincoln, NE",NE,31,Nebraska,65,1.0,1.0,1500-1559,16.0,1622.0,1822.0,4.0,1810,16.0,1.0,1.0,1800-1859,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,LFT,False,False,1635,1631.0,0.0,-4.0,1746.0,7.0,41.0,64.0,75.0,201.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4251,C5,20445,C5,N14203,4251,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,12951,1295106,32951,"Lafayette, LA",LA,22,Louisiana,72,0.0,-1.0,1600-1659,27.0,1658.0,1739.0,7.0,1739,7.0,0.0,0.0,1700-1759,1,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",AEX,IAH,False,False,700,655.0,0.0,-5.0,807.0,0.0,44.0,87.0,72.0,190.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4250,C5,20445,C5,N16183,4250,10185,1018502,30185,"Alexandria, LA",LA,22,Louisiana,72,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,0700-0759,19.0,714.0,758.0,9.0,827,-20.0,0.0,-2.0,0800-0859,1,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,SGF,False,False,1330,1849.0,319.0,319.0,2141.0,315.0,83.0,116.0,112.0,637.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4249,C5,20445,C5,N17146,4249,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,14783,1478302,34783,"Springfield, MO",MO,29,Missouri,64,1.0,12.0,1300-1359,24.0,1913.0,2136.0,5.0,1626,315.0,1.0,12.0,1600-1659,3,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,LNK,False,False,1047,1045.0,0.0,-2.0,1303.0,0.0,55.0,91.0,78.0,423.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4248,C5,20445,C5,N14177,4248,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,13029,1302902,33029,"Lincoln, NE",NE,31,Nebraska,65,0.0,-1.0,1000-1059,15.0,1100.0,1255.0,8.0,1318,-15.0,0.0,-1.0,1300-1359,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,ICT,False,False,940,945.0,5.0,5.0,1130.0,0.0,81.0,112.0,105.0,542.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4245,C5,20445,C5,N24128,4245,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,12278,1227805,30928,"Wichita, KS",KS,20,Kansas,62,0.0,0.0,0900-0959,20.0,1005.0,1126.0,4.0,1132,-2.0,0.0,-1.0,1100-1159,3,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,CRP,False,False,1832,1825.0,0.0,-7.0,1925.0,0.0,40.0,66.0,60.0,201.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4244,C5,20445,C5,N27200,4244,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,11140,1114008,31140,"Corpus Christi, TX",TX,48,Texas,74,0.0,-1.0,1800-1859,15.0,1840.0,1920.0,5.0,1938,-13.0,0.0,-1.0,1900-1959,1,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",LFT,IAH,False,False,700,651.0,0.0,-9.0,800.0,0.0,46.0,80.0,69.0,201.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4243,C5,20445,C5,N14198,4243,12951,1295106,32951,"Lafayette, LA",LA,22,Louisiana,72,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,0700-0759,13.0,704.0,750.0,10.0,820,-20.0,0.0,-2.0,0800-0859,1,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAD,ROC,False,False,1745,1904.0,79.0,79.0,2017.0,65.0,46.0,87.0,73.0,288.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4242,C5,20445,C5,N12195,4242,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,14576,1457606,34576,"Rochester, NY",NY,36,New York,22,1.0,5.0,1700-1759,19.0,1923.0,2009.0,8.0,1912,65.0,1.0,4.0,1900-1959,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,LFT,False,False,2146,2137.0,0.0,-9.0,2225.0,0.0,34.0,64.0,48.0,201.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4241,C5,20445,C5,N11184,4241,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,12951,1295106,32951,"Lafayette, LA",LA,22,Louisiana,72,0.0,-1.0,2100-2159,11.0,2148.0,2222.0,3.0,2250,-25.0,0.0,-2.0,2200-2259,1,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",BTR,IAH,False,False,1645,1634.0,0.0,-11.0,1755.0,0.0,56.0,91.0,81.0,253.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4240,C5,20445,C5,N12201,4240,10781,1078105,30781,"Baton Rouge, LA",LA,22,Louisiana,72,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,1600-1659,15.0,1649.0,1745.0,10.0,1816,-21.0,0.0,-2.0,1800-1859,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",ABQ,IAH,False,False,1215,1209.0,0.0,-6.0,1503.0,0.0,84.0,136.0,114.0,744.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4238,C5,20445,C5,N10156,4238,10140,1014005,30140,"Albuquerque, NM",NM,35,New Mexico,86,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,1200-1259,20.0,1229.0,1453.0,10.0,1531,-28.0,0.0,-2.0,1500-1559,3,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAD,PVD,False,False,1717,1711.0,0.0,-6.0,1843.0,0.0,55.0,101.0,92.0,371.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4237,C5,20445,C5,N12172,4237,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,14307,1430705,30721,"Providence, RI",RI,44,Rhode Island,15,0.0,-1.0,1700-1759,28.0,1739.0,1834.0,9.0,1858,-15.0,0.0,-1.0,1800-1859,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",DEN,GJT,False,False,1335,1338.0,3.0,3.0,1440.0,0.0,38.0,66.0,62.0,212.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4236,C5,20445,C5,N17146,4236,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11921,1192102,31921,"Grand Junction, CO",CO,8,Colorado,82,0.0,0.0,1300-1359,19.0,1357.0,1435.0,5.0,1441,-1.0,0.0,-1.0,1400-1459,1,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",BUF,IAD,False,False,1935,1928.0,0.0,-7.0,2039.0,0.0,46.0,79.0,71.0,283.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4235,C5,20445,C5,N12135,4235,10792,1079206,30792,"Buffalo, NY",NY,36,New York,22,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,1900-1959,19.0,1947.0,2033.0,6.0,2054,-15.0,0.0,-1.0,2000-2059,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",BUF,IAD,False,False,1501,1454.0,0.0,-7.0,1602.0,0.0,58.0,79.0,68.0,283.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4234,C5,20445,C5,N12135,4234,10792,1079206,30792,"Buffalo, NY",NY,36,New York,22,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,1500-1559,6.0,1500.0,1558.0,4.0,1620,-18.0,0.0,-2.0,1600-1659,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,BTR,False,False,1634,1624.0,0.0,-10.0,1721.0,0.0,42.0,68.0,57.0,253.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4233,C5,20445,C5,N11191,4233,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10781,1078105,30781,"Baton Rouge, LA",LA,22,Louisiana,72,0.0,-1.0,1600-1659,12.0,1636.0,1718.0,3.0,1742,-21.0,0.0,-2.0,1700-1759,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",MOB,IAH,False,False,1156,1148.0,0.0,-8.0,1331.0,0.0,82.0,104.0,103.0,427.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4232,C5,20445,C5,N21154,4232,13422,1342202,30562,"Mobile, AL",AL,1,Alabama,51,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,1100-1159,14.0,1202.0,1324.0,7.0,1340,-9.0,0.0,-1.0,1300-1359,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",AEX,IAH,False,False,1559,1553.0,0.0,-6.0,1708.0,0.0,47.0,84.0,75.0,190.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4230,C5,20445,C5,N33182,4230,10185,1018502,30185,"Alexandria, LA",LA,22,Louisiana,72,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,1500-1559,15.0,1608.0,1655.0,13.0,1723,-15.0,0.0,-1.0,1700-1759,1,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",ALB,IAD,False,False,602,559.0,0.0,-3.0,722.0,0.0,64.0,93.0,83.0,325.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4229,C5,20445,C5,N13124,4229,10257,1025702,30257,"Albany, NY",NY,36,New York,22,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,0.0,-1.0,0600-0659,15.0,614.0,718.0,4.0,735,-13.0,0.0,-1.0,0700-0759,2,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",HSV,IAH,False,False,615,612.0,0.0,-3.0,815.0,0.0,97.0,134.0,123.0,595.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4228,C5,20445,C5,N14186,4228,12217,1221702,30255,"Huntsville, AL",AL,1,Alabama,51,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,0.0,-1.0,0600-0659,14.0,626.0,803.0,12.0,829,-14.0,0.0,-1.0,0800-0859,3,0
2022-04-04,"Commutair Aka Champlain Enterprises, Inc.",IAH,HSV,False,False,1020,1014.0,0.0,-6.0,1153.0,0.0,77.0,115.0,99.0,595.0,2022,2,4,4,1,UA,UA_CODESHARE,19977,UA,4227,C5,20445,C5,N14180,4227,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,12217,1221702,30255,"Huntsville, AL",AL,1,Alabama,51,0.0,-1.0,1000-1059,17.0,1031.0,1148.0,5.0,1215,-22.0,0.0,-2.0,1200-1259,3,0
